갈래,업체명,권역,시도,업체명,허가현황,자료출처
수집·운반,(주)에버그린,전라권역,전라남도,(주)에버그린,수집·운반업 · 처리방법 수집·운반 · 영산강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)우성로지스틱,전라권역,전라남도,(주)우성로지스틱,수집·운반업 · 처리방법 수집·운반 · 영산강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)제일이앤씨,전라권역,전라남도,(주)제일이앤씨,수집·운반업 · 처리방법 수집·운반 · 영산강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)청해이엔티,전라권역,전라남도,(주)청해이엔티,수집·운반업 · 처리방법 수집·운반 · 영산강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)퍼스트환경,전라권역,전라남도,(주)퍼스트환경,수집·운반업 · 처리방법 수집·운반 · 영산강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)푸른환경,전라권역,전라남도,(주)푸른환경,수집·운반업 · 처리방법 수집·운반 · 영산강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)한빛테크,전라권역,전라남도,(주)한빛테크,수집·운반업 · 처리방법 수집·운반 · 영산강유역환경청,14 폐기물처리업체 전국취합
수집·운반,대경에코서비스(주),전라권역,전라남도,대경에코서비스(주),수집·운반업 · 처리방법 수집·운반 · 영산강유역환경청,14 폐기물처리업체 전국취합
수집·운반,"대한민국특수임무유공자회 
광주광역시지부",전라권역,전라남도,"대한민국특수임무유공자회 
광주광역시지부",수집·운반업 · 처리방법 수집·운반 · 영산강유역환경청,14 폐기물처리업체 전국취합
수집·운반,바다환경(주)-목포,전라권역,전라남도,바다환경(주)-목포,수집·운반업 · 처리방법 수집·운반 · 영산강유역환경청,14 폐기물처리업체 전국취합
수집·운반,"백진환경(자)-운반,중간처리",전라권역,전라남도,"백진환경(자)-운반,중간처리",수집·운반업 · 처리방법 수집·운반 · 영산강유역환경청,14 폐기물처리업체 전국취합
수집·운반,범창에너지,전라권역,전라남도,범창에너지,수집·운반업 · 처리방법 수집·운반 · 영산강유역환경청,14 폐기물처리업체 전국취합
수집·운반,성암산업(주),전라권역,전라남도,성암산업(주),수집·운반업 · 처리방법 수집·운반 · 영산강유역환경청,14 폐기물처리업체 전국취합
수집·운반,승우산업개발(주),전라권역,전라남도,승우산업개발(주),수집·운반업 · 처리방법 수집·운반 · 영산강유역환경청 / 중간처분업 · 처리방법 기타 · 영산강유역환경청,14 폐기물처리업체 전국취합
수집·운반,씨앤에스(주),전라권역,전라남도,씨앤에스(주),수집·운반업 · 처리방법 수집·운반 · 영산강유역환경청,14 폐기물처리업체 전국취합
수집·운반,에코그린환경,전라권역,전라남도,에코그린환경,수집·운반업 · 처리방법 수집·운반 · 영산강유역환경청,14 폐기물처리업체 전국취합
수집·운반,유성리텍,전라권역,전라남도,유성리텍,수집·운반업 · 처리방법 수집·운반 · 영산강유역환경청,14 폐기물처리업체 전국취합
수집·운반,재원산업(주),전라권역,전라남도,재원산업(주),수집·운반업 · 처리방법 수집·운반 · 영산강유역환경청 / 종합 재활용업 · 처리방법 재활용,14 폐기물처리업체 전국취합
수집·운반,지구환경(주),전라권역,전라남도,지구환경(주),수집·운반업 · 처리방법 수집·운반 · 영산강유역환경청,14 폐기물처리업체 전국취합
수집·운반,케이씨환경서비스(주)(소각)-월내,전라권역,전라남도,케이씨환경서비스(주)(소각)-월내,수집·운반업 · 처리방법 수집·운반 · 영산강유역환경청 / 중간처분업 · 처리방법 소각 · 영산강유역환경청,14 폐기물처리업체 전국취합
수집·운반,퍼스텍(주),전라권역,전라남도,퍼스텍(주),수집·운반업 · 처리방법 수집·운반 · 영산강유역환경청,14 폐기물처리업체 전국취합
수집·운반,해동이앤티(주),전라권역,전라남도,해동이앤티(주),수집·운반업 · 처리방법 수집·운반 · 영산강유역환경청 / 최종 재활용업 · 처리방법 재활용 / 중간 재활용업 · 처리방법 재활용,14 폐기물처리업체 전국취합
수집·운반,(유)금솔,전라권역,전북특별자치도,(유)금솔,수집·운반업 · 처리방법 수집·운반 · 전북지방환경청,14 폐기물처리업체 전국취합
수집·운반,(유)대한이앤이(군산),전라권역,전북특별자치도,(유)대한이앤이(군산),수집·운반업 · 처리방법 수집·운반 · 전북지방환경청,14 폐기물처리업체 전국취합
수집·운반,(유)레오텍해운,전라권역,전북특별자치도,(유)레오텍해운,수집·운반업 · 처리방법 수집·운반 · 전북지방환경청,14 폐기물처리업체 전국취합
수집·운반,(유)삼우환경개발,전라권역,전북특별자치도,(유)삼우환경개발,수집·운반업 · 처리방법 수집·운반 · 전북지방환경청,14 폐기물처리업체 전국취합
수집·운반,(유)세강알엔씨,전라권역,전북특별자치도,(유)세강알엔씨,수집·운반업 · 처리방법 수집·운반 · 전북지방환경청,14 폐기물처리업체 전국취합
수집·운반,(유)승미,전라권역,전북특별자치도,(유)승미,수집·운반업 · 처리방법 수집·운반 · 전북지방환경청,14 폐기물처리업체 전국취합
수집·운반,(유)에스앤피,전라권역,전북특별자치도,(유)에스앤피,수집·운반업 · 처리방법 수집·운반 · 전북지방환경청 / 중간처분업 · 처리방법 기타 · 전북지방환경청,14 폐기물처리업체 전국취합
수집·운반,(유)이문산업,전라권역,전북특별자치도,(유)이문산업,수집·운반업 · 처리방법 수집·운반 · 전북지방환경청,14 폐기물처리업체 전국취합
수집·운반,(유)초원석면환경,전라권역,전북특별자치도,(유)초원석면환경,수집·운반업 · 처리방법 수집·운반 · 전북지방환경청,14 폐기물처리업체 전국취합
수집·운반,(유)클린환경산업,전라권역,전북특별자치도,(유)클린환경산업,수집·운반업 · 처리방법 수집·운반 · 전북지방환경청,14 폐기물처리업체 전국취합
수집·운반,(주)대림(임시보관장 경유),전라권역,전북특별자치도,(주)대림(임시보관장 경유),수집·운반업 · 처리방법 수집·운반 · 전북지방환경청,14 폐기물처리업체 전국취합
수집·운반,(주)대림-군산,전라권역,전북특별자치도,(주)대림-군산,수집·운반업 · 처리방법 수집·운반 · 전북지방환경청 / 종합 재활용업 · 처리방법 재활용,14 폐기물처리업체 전국취합
수집·운반,(주)일진도시환경,전라권역,전북특별자치도,(주)일진도시환경,수집·운반업 · 처리방법 수집·운반 · 전북지방환경청,14 폐기물처리업체 전국취합
수집·운반,범유산업(주),전라권역,전북특별자치도,범유산업(주),수집·운반업 · 처리방법 수집·운반 · 전북지방환경청,14 폐기물처리업체 전국취합
수집·운반,케이씨환경서비스(주)전주사업부,전라권역,전북특별자치도,케이씨환경서비스(주)전주사업부,수집·운반업 · 처리방법 수집·운반 · 전북지방환경청 / 중간처분업 · 처리방법 소각 · 전북지방환경청,14 폐기물처리업체 전국취합
수집·운반,삼성환경자원,전라권역,제주특별자치도,삼성환경자원,수집·운반업 · 처리방법 수집·운반 · 제주특별자치도,14 폐기물처리업체 전국취합
수집·운반,유성화학(주),전라권역,제주특별자치도,유성화학(주),수집·운반업 · 처리방법 수집·운반 · 제주특별자치도,14 폐기물처리업체 전국취합
수집·운반,주식회사 서부자원,전라권역,제주특별자치도,주식회사 서부자원,수집·운반업 · 처리방법 수집·운반 · 제주특별자치도,14 폐기물처리업체 전국취합
수집·운반,(유)세광,충청권역,대전광역시,(유)세광,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)동양환경,충청권역,대전광역시,(주)동양환경,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청 / 중간처분업 · 처리방법 소각 · 금강유역환경청 / 중간처분업 · 처리방법 기타 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)성창환경산업,충청권역,대전광역시,(주)성창환경산업,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)스마트환경건설,충청권역,대전광역시,(주)스마트환경건설,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)청정함,충청권역,대전광역시,(주)청정함,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청 / 중간처분업 · 처리방법 기타 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)한사랑산업보건연구소,충청권역,대전광역시,(주)한사랑산업보건연구소,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,대룡환경산업(주),충청권역,대전광역시,대룡환경산업(주),수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,대신산업개발(주),충청권역,대전광역시,대신산업개발(주),수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,대전환경산업(주),충청권역,대전광역시,대전환경산업(주),수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,대한환경산업(주),충청권역,대전광역시,대한환경산업(주),수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,디에스산업,충청권역,대전광역시,디에스산업,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,성진환경(주),충청권역,대전광역시,성진환경(주),수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,아프로(주),충청권역,대전광역시,아프로(주),수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,유영산업(주),충청권역,대전광역시,유영산업(주),수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,유정석면환경(주),충청권역,대전광역시,유정석면환경(주),수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,주식회사 여강산업,충청권역,대전광역시,주식회사 여강산업,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,태전환경(주),충청권역,대전광역시,태전환경(주),수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)강우이앤이,충청권역,세종특별자치시,(주)강우이앤이,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)대청이앤지(지정),충청권역,세종특별자치시,(주)대청이앤지(지정),수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,유림환경(합),충청권역,세종특별자치시,유림환경(합),수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,한국석유관리원,충청권역,세종특별자치시,한국석유관리원,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(유)대한청정환경,충청권역,충청남도,(유)대한청정환경,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청 / 폐기물 수집·운반업체 (서산센터 관할),03 지자체 관할 폐기물·중장비 업체 / 14 폐기물처리업체 전국취합
수집·운반,(유)정인이엔씨,충청권역,충청남도,(유)정인이엔씨,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)그린토피아,충청권역,충청남도,(주)그린토피아,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)대영환경,충청권역,충청남도,(주)대영환경,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)동우,충청권역,충청남도,(주)동우,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)드림개발,충청권역,충청남도,(주)드림개발,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청 / 폐기물 수집·운반업체 (서산센터 관할),03 지자체 관할 폐기물·중장비 업체 / 14 폐기물처리업체 전국취합
수집·운반,(주)명진종합환경,충청권역,충청남도,(주)명진종합환경,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)보경,충청권역,충청남도,(주)보경,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)서광하이테크,충청권역,충청남도,(주)서광하이테크,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청 / 중간처분업 · 처리방법 소각 · 금강유역환경청 / 종합 재활용업 · 처리방법 재활용,14 폐기물처리업체 전국취합
수집·운반,(주)성림이엔티,충청권역,충청남도,(주)성림이엔티,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)성화환경,충청권역,충청남도,(주)성화환경,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청 / 폐기물 수집·운반업체 (서산센터 관할),03 지자체 관할 폐기물·중장비 업체 / 14 폐기물처리업체 전국취합
수집·운반,(주)수목환경,충청권역,충청남도,(주)수목환경,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청 / 폐기물 수집·운반업체 (서산센터 관할),03 지자체 관할 폐기물·중장비 업체 / 14 폐기물처리업체 전국취합
수집·운반,(주)신우(운반),충청권역,충청남도,(주)신우(운반),수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)알엔씨,충청권역,충청남도,(주)알엔씨,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청 / 종합 재활용업 · 처리방법 재활용,14 폐기물처리업체 전국취합
수집·운반,(주)에스엠유화 천안지점,충청권역,충청남도,(주)에스엠유화 천안지점,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)에코윈,충청권역,충청남도,(주)에코윈,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)에코트랜스,충청권역,충청남도,(주)에코트랜스,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)유진환경,충청권역,충청남도,(주)유진환경,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)제이앤에스산업,충청권역,충청남도,(주)제이앤에스산업,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)평송기업,충청권역,충청남도,(주)평송기업,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)푸른환경,충청권역,충청남도,(주)푸른환경,폐기물 수집·운반업체 (서산센터 관할),03 지자체 관할 폐기물·중장비 업체
수집·운반,(주)하이그린,충청권역,충청남도,(주)하이그린,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,㈜대생이엔티,충청권역,충청남도,㈜대생이엔티,폐기물 수집·운반업체 (서산센터 관할),03 지자체 관할 폐기물·중장비 업체
수집·운반,㈜디제이환경산업,충청권역,충청남도,㈜디제이환경산업,폐기물 수집·운반업체 (서산센터 관할),03 지자체 관할 폐기물·중장비 업체
수집·운반,㈜스마트환경개발,충청권역,충청남도,㈜스마트환경개발,폐기물 수집·운반업체 (서산센터 관할),03 지자체 관할 폐기물·중장비 업체
수집·운반,㈜이노블루,충청권역,충청남도,㈜이노블루,폐기물 수집·운반업체 (서산센터 관할),03 지자체 관할 폐기물·중장비 업체
수집·운반,㈜태건환경건설,충청권역,충청남도,㈜태건환경건설,폐기물 수집·운반업체 (서산센터 관할),03 지자체 관할 폐기물·중장비 업체
수집·운반,그린엔특장(주),충청권역,충청남도,그린엔특장(주),수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,나은환경산업㈜,충청권역,충청남도,나은환경산업㈜,폐기물 수집·운반업체 (서산센터 관할),03 지자체 관할 폐기물·중장비 업체
수집·운반,대산에코주식회사,충청권역,충청남도,대산에코주식회사,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,대진환경(주)(서산),충청권역,충청남도,대진환경(주)(서산),수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,덕영건설㈜,충청권역,충청남도,덕영건설㈜,폐기물 수집·운반업체 (서산센터 관할),03 지자체 관할 폐기물·중장비 업체
수집·운반,동산환경,충청권역,충청남도,동산환경,폐기물 수집·운반업체 (서산센터 관할),03 지자체 관할 폐기물·중장비 업체
수집·운반,동양산업개발(주),충청권역,충청남도,동양산업개발(주),수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,리뉴로지스인더 주식회사,충청권역,충청남도,리뉴로지스인더 주식회사,폐기물 수집·운반업체 (서산센터 관할),03 지자체 관할 폐기물·중장비 업체
수집·운반,미래환경(주),충청권역,충청남도,미래환경(주),수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,베이스환경(주),충청권역,충청남도,베이스환경(주),수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,삼홍조경건설,충청권역,충청남도,삼홍조경건설,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,삼화환경(주),충청권역,충청남도,삼화환경(주),수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,상록수환경(주),충청권역,충청남도,상록수환경(주),수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,시현환경건설㈜,충청권역,충청남도,시현환경건설㈜,폐기물 수집·운반업체 (서산센터 관할),03 지자체 관할 폐기물·중장비 업체
수집·운반,아주환경개발(주),충청권역,충청남도,아주환경개발(주),수집·운반업 · 처리방법 수집·운반 · 금강유역환경청 / 폐기물 수집·운반업체 (서산센터 관할),03 지자체 관할 폐기물·중장비 업체 / 14 폐기물처리업체 전국취합
수집·운반,에이스켐(주),충청권역,충청남도,에이스켐(주),수집·운반업 · 처리방법 수집·운반 · 금강유역환경청 / 종합 재활용업 · 처리방법 재활용,14 폐기물처리업체 전국취합
수집·운반,"연합환경(주)(건설,지정)",충청권역,충청남도,"연합환경(주)(건설,지정)",수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,영진환경산업(주),충청권역,충청남도,영진환경산업(주),수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,우선산업(주),충청권역,충청남도,우선산업(주),수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,원광종합개발(주),충청권역,충청남도,원광종합개발(주),수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,이삭환경,충청권역,충청남도,이삭환경,폐기물 수집·운반업체 (서산센터 관할),03 지자체 관할 폐기물·중장비 업체
수집·운반,이엔케미칼(주)당진지점,충청권역,충청남도,이엔케미칼(주)당진지점,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청 / 중간처분업 · 처리방법 기타 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,이조환경㈜,충청권역,충청남도,이조환경㈜,폐기물 수집·운반업체 (서산센터 관할),03 지자체 관할 폐기물·중장비 업체
수집·운반,인바이오텍(주) 당진지점,충청권역,충청남도,인바이오텍(주) 당진지점,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청 / 중간처분업 · 처리방법 기타 · 금강유역환경청 / 종합 재활용업 · 처리방법 재활용,14 폐기물처리업체 전국취합
수집·운반,자연보호환경(주),충청권역,충청남도,자연보호환경(주),수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,제일환경산업(주),충청권역,충청남도,제일환경산업(주),수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,조은이엔지(주),충청권역,충청남도,조은이엔지(주),수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,주식회사 유진산업,충청권역,충청남도,주식회사 유진산업,폐기물 수집·운반업체 (서산센터 관할),03 지자체 관할 폐기물·중장비 업체
수집·운반,주식회사 클린당진,충청권역,충청남도,주식회사 클린당진,폐기물 수집·운반업체 (서산센터 관할),03 지자체 관할 폐기물·중장비 업체
수집·운반,주원건설(주),충청권역,충청남도,주원건설(주),수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,코스람산업(주),충청권역,충청남도,코스람산업(주),수집·운반업 · 처리방법 수집·운반 · 금강유역환경청 / 종합 재활용업 · 처리방법 재활용,14 폐기물처리업체 전국취합
수집·운반,태림산업㈜,충청권역,충청남도,태림산업㈜,폐기물 수집·운반업체 (서산센터 관할),03 지자체 관할 폐기물·중장비 업체
수집·운반,하나환경(주),충청권역,충청남도,하나환경(주),수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,한울환경주식회사,충청권역,충청남도,한울환경주식회사,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,현무환경(주),충청권역,충청남도,현무환경(주),수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,화서유지상사,충청권역,충청남도,화서유지상사,폐기물 수집·운반업체 (서산센터 관할),03 지자체 관할 폐기물·중장비 업체
수집·운반,(주)금강티앤씨,충청권역,충청북도,(주)금강티앤씨,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)대일기업,충청권역,충청북도,(주)대일기업,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)대한철거산업(운반),충청권역,충청북도,(주)대한철거산업(운반),수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)디에스이엔지(지정),충청권역,충청북도,(주)디에스이엔지(지정),수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)디와이솔루션-지정운반,충청권역,충청북도,(주)디와이솔루션-지정운반,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)디와이텍,충청권역,충청북도,(주)디와이텍,수집·운반업 · 처리방법 수집·운반 · 원주지방환경청,14 폐기물처리업체 전국취합
수집·운반,(주)문화환경개발(운반),충청권역,충청북도,(주)문화환경개발(운반),수집·운반업 · 처리방법 수집·운반 · 원주지방환경청,14 폐기물처리업체 전국취합
수집·운반,(주)범창,충청권역,충청북도,(주)범창,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청 / 종합 재활용업 · 처리방법 재활용,14 폐기물처리업체 전국취합
수집·운반,(주)범창산업,충청권역,충청북도,(주)범창산업,수집·운반업 · 처리방법 수집·운반 · 원주지방환경청,14 폐기물처리업체 전국취합
수집·운반,(주)보건환경산업,충청권역,충청북도,(주)보건환경산업,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)오성아이케이진천지점(1공장),충청권역,충청북도,(주)오성아이케이진천지점(1공장),수집·운반업 · 처리방법 수집·운반 · 금강유역환경청 / 종합 재활용업 · 처리방법 재활용,14 폐기물처리업체 전국취합
수집·운반,(주)중원인더스트리,충청권역,충청북도,(주)중원인더스트리,수집·운반업 · 처리방법 수집·운반 · 원주지방환경청,14 폐기물처리업체 전국취합
수집·운반,(주)진성리텍,충청권역,충청북도,(주)진성리텍,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청 / 종합 재활용업 · 처리방법 재활용,14 폐기물처리업체 전국취합
수집·운반,(주)천지화학,충청권역,충청북도,(주)천지화학,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청 / 종합 재활용업 · 처리방법 재활용,14 폐기물처리업체 전국취합
수집·운반,(주)충청환경,충청권역,충청북도,(주)충청환경,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,(주)한사랑산업보건연구소,충청권역,충청북도,(주)한사랑산업보건연구소,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,광도이앤씨(주),충청권역,충청북도,광도이앤씨(주),수집·운반업 · 처리방법 수집·운반 · 금강유역환경청 / 중간 재활용업 · 처리방법 재활용,14 폐기물처리업체 전국취합
수집·운반,대덕정유(주),충청권역,충청북도,대덕정유(주),수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,대로이엔씨(주)-운반,충청권역,충청북도,대로이엔씨(주)-운반,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,대영산업(주),충청권역,충청북도,대영산업(주),수집·운반업 · 처리방법 수집·운반 · 원주지방환경청,14 폐기물처리업체 전국취합
수집·운반,미래이에스(주),충청권역,충청북도,미래이에스(주),수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,미지산업(주),충청권역,충청북도,미지산업(주),수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,반도환경(주),충청권역,충청북도,반도환경(주),수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,주)대림 청주임시보관장소,충청권역,충청북도,주)대림 청주임시보관장소,수집·운반업 · 처리방법 수집·운반 · 전북지방환경청,14 폐기물처리업체 전국취합
수집·운반,주식회사 서윤산업,충청권역,충청북도,주식회사 서윤산업,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,주식회사에이치아이에너지,충청권역,충청북도,주식회사에이치아이에너지,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,천지에코(주),충청권역,충청북도,천지에코(주),수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,천지이에스(주),충청권역,충청북도,천지이에스(주),수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,케이지환경서비스주식회사,충청권역,충청북도,케이지환경서비스주식회사,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청,14 폐기물처리업체 전국취합
수집·운반,해동산업개발,충청권역,충청북도,해동산업개발,수집·운반업 · 처리방법 수집·운반 · 금강유역환경청 / 종합 재활용업 · 처리방법 재활용,14 폐기물처리업체 전국취합
수집·운반,화신산업(주),충청권역,충청북도,화신산업(주),수집·운반업 · 처리방법 수집·운반 · 원주지방환경청,14 폐기물처리업체 전국취합
중간처분(소각),(주)동해이엠씨,강원권역,강원특별자치도,(주)동해이엠씨,중간처분업 · 처리방법 소각 · 원주지방환경청,14 폐기물처리업체 전국취합
중간처분(소각),(주)창원에너텍,경상권역,경상남도,(주)창원에너텍,중간처분업 · 처리방법 소각 · 낙동강유역환경청,14 폐기물처리업체 전국취합
중간처분(소각),(주)케이비아이국인산업(구미),경상권역,경상북도,(주)케이비아이국인산업(구미),중간처분업 · 처리방법 소각 · 대구지방환경청,14 폐기물처리업체 전국취합
중간처분(소각),네이처이앤티(주),경상권역,경상북도,네이처이앤티(주),중간처분업 · 처리방법 소각 · 대구지방환경청 / 최종처분업 · 처리방법 매립 · 대구지방환경청,14 폐기물처리업체 전국취합
중간처분(소각),정세환경기술(주),경상권역,경상북도,정세환경기술(주),중간처분업 · 처리방법 소각 · 대구지방환경청,14 폐기물처리업체 전국취합
